"","CSF 1","CSF 2","CSF 3","CSF 4","CSF 5","CSF 6","CSF 7","CSF 8","CSF 9","CSF 10","CSF 11","CSF 12","CSF 13","CSF 14","CSF 15","CSF 16","CSF 17","CSF 18","CSF 19","CSF 20","CSF 21","CSF 22","CSF 23","CSF 24","CSF 25","CSF 26","CSF 27","CSF 28","CSF 29","CSF 30","CSF 31","CSF 32","CSF 33","CSF 34","CSF 35","CSF 36","CSF 37","CSF 38","CSF 39","CSF 40","CSF 41","CSF 42"
"TG 58:8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TG 58:9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TG 59:2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TG 59:3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TG 59:4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TG 60:1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TG 60:2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TG 60:3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 28:0","0.0027598775","0.0027725186","0.0043405087","0.0027031129","0.0009712692","0.0012307986","0.0012344257","0.0030474109","0.0015040788","0.0019295570","0.0018782029","0.0017074789","0.0017222682","0.0008142581","0.0165911874","0.0175333784","0.0055107413","0.0197612797","0.0024785552","0.0017918690","0.0162938868","0.0017200302","0.0013550296","0.0028149180","0.0007713910","0.0008054336","0.0024845807","0.0010097600","0.0014876060","0.0023837264","0.0069023408","0.0014669571","0.0027848803","0.0010630528","0.0017950355","0.0016016441","0.0013414391","0.0012411610","0.0009454431","0.0012299833","0.0258189964","0.0020247649"
"PC 34:5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 30:1","2.194997e-03","2.673103e-03","2.196877e-03","2.431499e-03","1.630266e-03","1.810180e-03","1.557997e-03","4.520762e-03","2.755750e-03","2.139591e-03","2.338517e-03","1.530833e-03","1.226702e-03","9.221435e-04","1.666286e-02","1.864847e-02","5.125719e-03","2.305986e-02","2.348811e-03","1.695421e-03","1.884831e-02","2.608887e-03","1.173000e-03","2.567920e-03","2.680263e-03","1.745736e-03","2.653195e-03","1.328574e-03","2.075015e-03","2.440932e-03","6.181435e-03","1.668884e-03","3.607825e-03","7.996332e-04","1.514210e-03","1.676977e-03","1.873098e-03","9.986016e-04","8.364971e-04","1.086120e-03","3.355136e-02","2.183729e-03"
"PC 32:2"," 0.005194879"," 0.007322726"," 0.003370716"," 0.004984947"," 0.005313182"," 0.004974371"," 0.004523836"," 0.006792343"," 0.002720254"," 0.003936574"," 0.004130470"," 0.004319832"," 0.003083819"," 0.002182063"," 0.018983431"," 0.020031792"," 0.006940739"," 0.026417089"," 0.004492544"," 0.002905174"," 0.030852562"," 0.004458563"," 0.001810334"," 0.002508824"," 0.003012418"," 0.003571094"," 0.006991935"," 0.003105607"," 0.004051162"," 0.003232192"," 0.006318792"," 0.002509502"," 0.003943707"," 0.001726263"," 0.002031976"," 0.003272918"," 0.003103417"," 0.002473504"," 0.001706845"," 0.002535231"," 0.036707412"," 0.003045820"
"PC 33:3","0.0011016084","0.0005297237","0.0009948023","0.0005039472","0.0012639233","0.0006301870","0.0006880237","0.0012482947","0.0006089340","0.0009995983","0.0013759981","0.0012488667","0.0011380808","0.0007317682","0.0019473350","0.0034026776","0.0014191888","0.0014419057","0.0014904516","0.0006295472","0.0224638024","0.0008634768","0.0005348552","0.0009718306","0.0007443520","0.0005329416","0.0022691203","0.0007260633","0.0008106652","0.0006756578","0.0017314643","0.0008916906","0.0009209695","0.0005181627","0.0006522667","0.0010586174","0.0005749392","0.0003663263","0.0005995282","0.0006653560","0.0051106637","0.0003174098"
"PC 38:9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 36:7","1.771447e-04","1.862218e-04","3.266633e-04","2.157354e-04","1.502165e-04","4.120166e-04","2.676559e-04","1.845521e-04","1.132331e-04","9.797547e-05","1.357317e-04","2.575837e-04","2.218827e-04","1.838236e-04","7.920037e-04","7.059226e-04","4.127228e-04","5.010665e-04","1.524058e-04","3.169070e-04","1.207925e-03","3.260805e-04","5.184531e-05","1.139519e-04","2.172755e-04","1.585670e-04","3.554545e-04","1.142449e-04","1.911110e-04","4.633206e-04","4.149854e-04","7.434450e-05","1.120501e-04","9.168594e-05","1.304883e-04","5.462983e-04","3.018960e-04","3.662958e-04","1.244247e-04","1.320626e-04","1.949092e-03","1.380243e-04"
"PC 34:4","0.0023241682","0.0023960697","0.0020207706","0.0014890221","0.0013624514","0.0013015018","0.0010408580","0.0020079979","0.0012868681","0.0009847826","0.0016035557","0.0016778287","0.0010887639","0.0013161342","0.0060175508","0.0048163315","0.0022797514","0.0069940399","0.0022289192","0.0013232676","0.0115167327","0.0015864406","0.0007850271","0.0016459578","0.0009732610","0.0009320268","0.0017487038","0.0015388050","0.0014173790","0.0009488080","0.0022260923","0.0009689414","0.0014690872","0.0008612270","0.0012118401","0.0011067519","0.0009499818","0.0009458193","0.0010183232","0.0013125785","0.0115352183","0.0008130822"
"PC 31:1","0.0007718996","0.0017173829","0.0012981053","0.0008624534","0.0010811705","0.0011833816","0.0011448710","0.0013545457","0.0014684875","0.0015614981","0.0013695946","0.0012088298","0.0013652280","0.0011424539","0.0035040727","0.0050464023","0.0015618420","0.0043155595","0.0017201990","0.0011282972","0.0066032396","0.0014898870","0.0007563018","0.0013734484","0.0009362212","0.0007958447","0.0013069988","0.0006750890","0.0009512006","0.0010709022","0.0019204786","0.0009743210","0.0016221454","0.0003060565","0.0008475744","0.0012453032","0.0007106935","0.0007288180","0.0008641876","0.0007497929","0.0065770815","0.0013278684"
"PC 30:0"," 0.11066311"," 0.10335441"," 0.09560214"," 0.05709073"," 0.05322301"," 0.05832253"," 0.05658780"," 0.15049350"," 0.06972722"," 0.07669428"," 0.11237066"," 0.11069992"," 0.05072460"," 0.03796068"," 0.22697532"," 0.31024433"," 0.10918114"," 0.31092048"," 0.11147065"," 0.06123457"," 0.61214696"," 0.09215314"," 0.05021288"," 0.07993360"," 0.05542666"," 0.05247591"," 0.11394871"," 0.07252220"," 0.07713183"," 0.07604800"," 0.16674301"," 0.05913804"," 0.08205027"," 0.04392695"," 0.06176341"," 0.06509815"," 0.05437448"," 0.04858582"," 0.05298672"," 0.06665527"," 0.34693762"," 0.07010561"
"PC 36:6","0.006154862","0.006736865","0.006635460","0.006563207","0.006834406","0.006690131","0.005841903","0.006756236","0.006190658","0.005627186","0.006224849","0.006640988","0.007740244","0.012957127","0.009459523","0.008899934","0.006941944","0.011330366","0.006237078","0.006191051","0.016771507","0.005959286","0.004996308","0.006439972","0.006653313","0.005746279","0.007740068","0.006509455","0.005769563","0.005735707","0.006881303","0.005665493","0.005796862","0.005136736","0.006183705","0.005830043","0.005633216","0.005260426","0.004886518","0.005002148","0.011437651","0.004936390"
"PC 34:3"," 0.005138719"," 0.005612495"," 0.004500022"," 0.004282757"," 0.006033916"," 0.005382377"," 0.003845737"," 0.004312282"," 0.002752061"," 0.004113221"," 0.003587783"," 0.004517131"," 0.006728612"," 0.004394295"," 0.010496145"," 0.009583252"," 0.005288583"," 0.015312946"," 0.005035800"," 0.003728707"," 0.033336417"," 0.004342634"," 0.002894498"," 0.004221914"," 0.004223734"," 0.003409103"," 0.009440489"," 0.003632885"," 0.004474074"," 0.002802096"," 0.004619716"," 0.003235165"," 0.004014235"," 0.002953745"," 0.002696726"," 0.003568721"," 0.004026341"," 0.002670837"," 0.003282680"," 0.003361448"," 0.020509552"," 0.002878047"
"PC 35:5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 33:2","0.002199340","0.003240501","0.002558877","0.001792520","0.003926404","0.002111987","0.001819257","0.002922490","0.001937511","0.001969391","0.002284741","0.001955578","0.003639112","0.002584920","0.003568917","0.004308984","0.002166800","0.004268293","0.002735792","0.001780855","0.019010785","0.002162855","0.001605639","0.002199400","0.002030175","0.001750890","0.003202467","0.001544651","0.002461359","0.001695272","0.002619742","0.002068897","0.002621441","0.002118683","0.001642610","0.002298451","0.002043215","0.001612730","0.001666209","0.001946509","0.005681046","0.001891867"
"PC 38:8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 35:4","0.0010488022","0.0009662757","0.0012040394","0.0007306001","0.0013834191","0.0011776534","0.0008314573","0.0018177544","0.0008575536","0.0006635055","0.0012198787","0.0010027633","0.0013991685","0.0008259445","0.0025832018","0.0033430348","0.0010209725","0.0029156780","0.0017020762","0.0008404887","0.0078675216","0.0006811771","0.0004817196","0.0013319973","0.0009665319","0.0008595388","0.0014572522","0.0006421216","0.0008838428","0.0006482729","0.0008442835","0.0006516808","0.0009813024","0.0006910367","0.0006886905","0.0007387548","0.0008729217","0.0007256503","0.0004519753","0.0008576903","0.0056921157","0.0007435723"
"PC 39:9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 36:5","6.972589e-03","2.563953e-03","2.874083e-03","1.261412e-03","1.295643e-03","3.154380e-03","5.813418e-03","7.933043e-03","1.421784e-03","4.002467e-03","3.696854e-03","7.465069e-03","1.233697e-02","1.660519e-03","1.285492e-02","1.334162e-02","5.116802e-03","1.931521e-02","4.236192e-03","2.681464e-03","3.883353e-02","3.895384e-03","1.354535e-03","3.765214e-03","2.037457e-03","1.499136e-03","2.096810e-03","7.389326e-03","2.978334e-03","1.347211e-03","3.502942e-03","8.688051e-04","1.757726e-03","2.718853e-03","3.786486e-03","3.920750e-03","3.606489e-03","2.496498e-03","2.484924e-03","2.322378e-03","2.796043e-02","1.550869e-03"
"PC 37:6","5.039142e-04","3.977033e-04","5.250916e-04","2.001499e-04","3.024547e-04","2.105147e-04","1.550198e-04","5.360789e-04","1.878830e-04","2.862078e-04","4.491990e-04","5.186492e-04","7.433237e-04","6.371604e-04","4.019881e-04","4.035942e-04","3.227817e-04","5.283961e-04","6.630859e-04","2.271621e-04","3.141730e-03","4.511081e-04","1.318335e-04","2.984053e-04","6.197070e-04","5.463951e-04","1.881011e-04","3.315560e-04","2.217320e-04","1.745619e-04","7.973728e-05","2.076472e-04","5.529248e-04","1.409469e-04","1.991880e-04","3.825528e-04","2.668006e-04","2.518939e-04","1.690027e-04","1.341418e-04","5.517188e-04","5.967297e-05"
"PC 32:1"," 0.3124388"," 0.2586983"," 0.2196053"," 0.1140670"," 0.1578841"," 0.1736842"," 0.2061381"," 0.3270325"," 0.1851559"," 0.2285079"," 0.2801927"," 0.3053536"," 0.1252721"," 0.1061820"," 0.5808712"," 0.7952260"," 0.2872666"," 0.9120769"," 0.3112151"," 0.1659135"," 1.3854157"," 0.2766892"," 0.1346522"," 0.1660404"," 0.1529025"," 0.1607187"," 0.2926392"," 0.2166024"," 0.1938107"," 0.1754504"," 0.3614164"," 0.1497555"," 0.1920862"," 0.1142288"," 0.1514894"," 0.1634448"," 0.1407956"," 0.1260839"," 0.1411819"," 0.1346283"," 1.0634472"," 0.1587386"
"PC 38:7-iso1","8.012718e-04","1.117765e-03","1.162085e-03","1.117582e-03","1.198802e-03","3.682449e-04","2.339160e-04","2.808878e-04","2.214132e-04","6.875427e-04","2.541418e-04","7.543447e-04","1.225755e-03","6.230651e-04","9.291816e-04","1.018679e-03","6.598076e-04","2.623108e-03","7.745694e-04","3.366329e-04","1.640462e-02","8.082241e-04","1.456195e-04","3.330533e-04","4.442945e-04","1.871230e-04","1.858549e-03","5.139929e-04","8.994234e-04","3.130727e-04","2.593711e-04","4.468491e-04","3.949246e-04","2.424342e-04","1.044566e-04","4.541958e-04","3.581616e-04","2.888125e-04","3.929028e-04","5.185968e-04","2.608976e-03","1.256795e-04"
"PC-O 34:4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 31:0","0.019516146","0.022162734","0.022843718","0.012138816","0.011172374","0.009140438","0.009818440","0.032651980","0.013839129","0.016298902","0.024172482","0.019770278","0.012341518","0.008955717","0.021861565","0.041575166","0.011125291","0.027899241","0.024101100","0.012701821","0.130035231","0.018976297","0.007140654","0.019707939","0.011516937","0.009921986","0.015792169","0.012476492","0.017100787","0.013607059","0.020522063","0.012212715","0.019720513","0.010925798","0.012090143","0.012907706","0.011428684","0.009191296","0.012445681","0.016015993","0.032681404","0.018440987"
"PC 40:9-iso1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC-O 30:1","0.004323017","0.004275981","0.004022642","0.003250546","0.004084411","0.003801333","0.003158287","0.003689680","0.003365283","0.003937120","0.004896293","0.003772371","0.003020577","0.001688473","0.009275231","0.011590719","0.004662901","0.011196903","0.004435176","0.003612902","0.022738539","0.004274166","0.003168015","0.003794051","0.002677808","0.002832539","0.006847933","0.003082246","0.002434546","0.002840929","0.006695541","0.003730930","0.003735989","0.002036597","0.002721977","0.005005752","0.002718702","0.002242982","0.002180294","0.002438638","0.012099520","0.002347213"
"PC 35:3","0.003919365","0.003321477","0.002541472","0.001774167","0.001951442","0.001440381","0.002744799","0.003756827","0.001972595","0.002450468","0.003250816","0.003149824","0.001824502","0.001345207","0.008009077","0.011323490","0.003297493","0.013582712","0.004076480","0.002196941","0.017210608","0.002954935","0.001623640","0.002152351","0.001447808","0.001451396","0.003572625","0.002480427","0.002379050","0.001988483","0.005238188","0.001716116","0.002141013","0.001530888","0.002174592","0.002103168","0.001656292","0.001341903","0.001704057","0.001531643","0.015948547","0.001881752"
"PC 34:2"," 0.30113039"," 0.37188728"," 0.20986614"," 0.34135320"," 0.46906793"," 0.22773274"," 0.17184353"," 0.27684337"," 0.16357385"," 0.19313455"," 0.24529979"," 0.24136342"," 0.46732327"," 0.20030943"," 0.63101104"," 0.71381353"," 0.35527258"," 0.93613570"," 0.30872387"," 0.16705116"," 2.31449203"," 0.26415210"," 0.14604969"," 0.18154898"," 0.18997210"," 0.16892725"," 0.60280278"," 0.16559968"," 0.28099067"," 0.14844808"," 0.27251004"," 0.19340723"," 0.20123803"," 0.12700648"," 0.09256127"," 0.20765905"," 0.20822427"," 0.13658086"," 0.13351801"," 0.19145001"," 1.20307341"," 0.13619428"
"PC 33:1"," 0.03497261"," 0.03479044"," 0.03521370"," 0.01309377"," 0.02124277"," 0.02096653"," 0.02165474"," 0.04975991"," 0.02591954"," 0.03033105"," 0.03908135"," 0.03325926"," 0.01920461"," 0.01222136"," 0.02891728"," 0.05232411"," 0.01683037"," 0.03848808"," 0.04519005"," 0.02106511"," 0.16440997"," 0.03485496"," 0.01051401"," 0.03089627"," 0.02207906"," 0.01857075"," 0.02880572"," 0.02253292"," 0.02701848"," 0.02022424"," 0.02256355"," 0.02137530"," 0.03292703"," 0.01839860"," 0.02198341"," 0.02537473"," 0.01816316"," 0.01610107"," 0.01876309"," 0.02030312"," 0.04859097"," 0.02543662"
"PC 39:8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 38:7-iso2"," 0.07788989"," 0.04853180"," 0.05376869"," 0.02822555"," 0.04042160"," 0.03841703"," 0.03451914"," 0.07476054"," 0.03690285"," 0.03796746"," 0.07358921"," 0.06466384"," 0.03456683"," 0.02370475"," 0.09962667"," 0.10796820"," 0.04731849"," 0.12408274"," 0.07920660"," 0.03621277"," 0.47340770"," 0.06119520"," 0.01791607"," 0.04038548"," 0.04026047"," 0.03742533"," 0.06516323"," 0.04004954"," 0.04866485"," 0.02414101"," 0.03942009"," 0.03664017"," 0.04222444"," 0.02597668"," 0.03313873"," 0.03373560"," 0.03108364"," 0.02936920"," 0.02786115"," 0.03669493"," 0.24244415"," 0.02210657"
"PC 38:6-iso1"," 0.15151175"," 0.08447528"," 0.08648847"," 0.07786769"," 0.08990399"," 0.06602385"," 0.05602748"," 0.16302330"," 0.07598775"," 0.08462309"," 0.11627114"," 0.12517757"," 0.12929581"," 0.04301074"," 0.15574760"," 0.17478131"," 0.09403670"," 0.20622996"," 0.16715320"," 0.05488752"," 0.96380355"," 0.10240373"," 0.02959540"," 0.05631257"," 0.06655975"," 0.05569194"," 0.10869834"," 0.09393973"," 0.09486069"," 0.04153565"," 0.04328426"," 0.06025333"," 0.06254533"," 0.05329765"," 0.06297583"," 0.08192776"," 0.06742369"," 0.04734804"," 0.05671786"," 0.04986425"," 0.30229230"," 0.02677436"
"PC 40:9-iso2"," 0.021771280"," 0.011795921"," 0.013398046"," 0.012188987"," 0.012605330"," 0.009190207"," 0.008254338"," 0.025063527"," 0.012201963"," 0.013285787"," 0.017219945"," 0.018836371"," 0.019163852"," 0.190438025"," 0.023657491"," 0.025510025"," 0.013963546"," 0.029383251"," 0.025777861"," 0.008688840"," 0.161763090"," 0.015494799"," 0.004557112"," 0.008451727"," 0.010588606"," 0.008599925"," 0.015058027"," 0.014906742"," 0.014121041"," 0.006059619"," 0.006450770"," 0.009123250"," 0.009182119"," 0.008338261"," 0.010343169"," 0.012912300"," 0.009986620"," 0.006852465"," 0.008910541"," 0.006492609"," 0.042889813"," 0.003798615"
"PC-O 32:2","0.007992521","0.005310649","0.003278004","0.002378845","0.007553354","0.003709806","0.004170581","0.004647036","0.003204463","0.007152829","0.006720929","0.004931833","0.003007382","0.002162447","0.013232842","0.018845680","0.006699479","0.021870829","0.007288103","0.003744178","0.033701248","0.005695119","0.003852357","0.002998630","0.003278344","0.003103246","0.013663838","0.002962136","0.003199185","0.002497221","0.010163871","0.006267937","0.003417533","0.002061309","0.003682032","0.010278974","0.004947468","0.002120087","0.002571943","0.001205862","0.032267578","0.002017424"
"PC-O 36:5-iso1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 32:0"," 0.8674563"," 0.6179744"," 0.7243811"," 1.7015291"," 0.3642692"," 0.2950508"," 0.3777031"," 0.9308592"," 0.4164006"," 0.5030596"," 0.7886316"," 0.8749216"," 0.2841770"," 0.2540470"," 0.7148099"," 1.0464503"," 0.5601086"," 1.1477356"," 0.8526446"," 0.3391699"," 2.7443223"," 0.6168605"," 0.2897873"," 0.3503728"," 0.4361272"," 0.3897027"," 0.6490242"," 0.5407637"," 0.5317651"," 0.4045402"," 0.6311088"," 0.4002675"," 0.4045714"," 0.3217057"," 0.3221169"," 0.2935350"," 0.3427680"," 0.3035921"," 0.3914627"," 0.4558454"," 1.0982996"," 0.3099132"
"PC 38:5-iso2"," 0.08965119"," 0.04204227"," 0.04972481"," 0.03693947"," 0.03336832"," 0.04407881"," 0.03767856"," 0.07205072"," 0.04173366"," 0.04400850"," 0.06117932"," 0.07707092"," 0.03663856"," 0.02053410"," 0.10955458"," 0.09529399"," 0.04534787"," 0.14420660"," 0.06660497"," 0.03297901"," 0.51321711"," 0.05593801"," 0.01755913"," 0.03649317"," 0.04292713"," 0.03050352"," 0.08451668"," 0.05174723"," 0.04849313"," 0.01968840"," 0.02636185"," 0.03753662"," 0.03581090"," 0.02265779"," 0.03075937"," 0.03745908"," 0.02973825"," 0.02455472"," 0.02569125"," 0.02689525"," 0.26547165"," 0.01528313"
"PC 40:8-iso1","0.014357228","0.004732976","0.008095695","0.003538856","0.006543252","0.006589408","0.004676577","0.013109902","0.003503558","0.004259952","0.006349701","0.007668906","0.006191887","0.068445708","0.010060896","0.014955455","0.004749030","0.019320816","0.007733096","0.006600064","0.077181964","0.010898891","0.041685561","0.007644723","0.005376877","0.003482783","0.007480019","0.004892307","0.007234105","0.041923895","0.002455595","0.005180315","0.003683429","0.002818806","0.003615866","0.003601584","0.004322779","0.002798814","0.004653850","0.005874644","0.034901959","0.003156649"
"PC 36:3"," 0.17328375"," 0.12537941"," 0.09733335"," 0.07287335"," 0.09906259"," 0.08851727"," 0.07308119"," 0.17002450"," 0.09061498"," 0.09795050"," 0.13684003"," 0.12708294"," 0.09219217"," 0.04422631"," 0.21019292"," 0.26347954"," 0.11221231"," 0.26520846"," 0.17371710"," 0.08339706"," 1.03878957"," 0.13257124"," 0.03911633"," 0.10837184"," 0.04038225"," 0.07276502"," 0.20894522"," 0.08888675"," 0.11050427"," 0.06420831"," 0.10760506"," 0.08493016"," 0.10196000"," 0.05793858"," 0.05850938"," 0.11522654"," 0.08930811"," 0.05731144"," 0.07550309"," 0.06712758"," 0.36107495"," 0.04965111"
"PC 38:6-iso2"," 0.013696954"," 0.010502651"," 0.008972120"," 0.007312803"," 0.008066105"," 0.008081392"," 0.006852017"," 0.013603616"," 0.009338798"," 0.009885181"," 0.009786388"," 0.011473446"," 0.016684530"," 0.004766519"," 0.020190401"," 0.025516741"," 0.011547790"," 0.028064236"," 0.013931401"," 0.007830106"," 0.099046208"," 0.013377608"," 0.003691454"," 0.009588936"," 0.006942288"," 0.007125581"," 0.022125383"," 0.001707895"," 0.009601018"," 0.006797763"," 0.010888098"," 0.007419725"," 0.010664274"," 0.003640933"," 0.005082971"," 0.011290695"," 0.008389727"," 0.005149655"," 0.007969128"," 0.002957184"," 0.038438034"," 0.004938023"
"PE 36:0","0.0057138223","0.0080141990","0.0074932937","0.0010428633","0.0054786266","0.0030490115","0.0013949118","0.0122008900","0.0055253768","0.0028501289","0.0093030028","0.0027963876","0.0031639893","0.0015764642","0.0041509737","0.0117774641","0.0022858157","0.0046034983","0.0030038424","0.0042874583","0.0366517097","0.0064383239","0.0020617914","0.0072577113","0.0045630493","0.0035306095","0.0050119076","0.0035042851","0.0072414689","0.0017142145","0.0079704202","0.0045489185","0.0065777653","0.0009062452","0.0053063211","0.0054503664","0.0039441793","0.0022024231","0.0036518805","0.0041914617","0.0062154138","0.0075160851"
"PC 39:6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 35:2","2.701808e-03","4.285012e-03","1.798003e-03","2.385826e-03","5.161751e-03","1.320205e-03","6.633154e-04","2.306265e-03","8.509738e-04","2.069141e-03","2.332219e-03","1.105647e-03","4.653433e-03","1.466886e-03","5.181839e-03","9.619402e-03","1.464123e-03","5.921246e-03","3.141801e-03","9.765560e-04","6.194205e-02","2.836494e-03","5.258427e-04","2.198917e-03","1.355675e-03","1.310481e-03","6.576714e-03","8.156308e-04","2.247840e-03","7.479735e-04","1.073422e-03","1.350103e-03","2.289409e-03","9.333387e-04","4.628394e-04","2.533091e-03","1.503107e-03","7.175014e-04","6.156365e-04","5.830533e-04","1.139723e-02","5.852851e-04"
"PC-O 34:3"," 0.010321358"," 0.008277017"," 0.004011407"," 0.006386846"," 0.014605187"," 0.006154013"," 0.004628382"," 0.004697094"," 0.003673027"," 0.005810531"," 0.006410877"," 0.005677636"," 0.007012470"," 0.023190901"," 0.014457452"," 0.016301214"," 0.007635388"," 0.022995855"," 0.007741690"," 0.004106714"," 0.078047008"," 0.006306465"," 0.005395762"," 0.003672283"," 0.003580091"," 0.004262362"," 0.017548620"," 0.004102908"," 0.005840028"," 0.002977463"," 0.009386289"," 0.005731286"," 0.005398712"," 0.003589546"," 0.002857490"," 0.006437312"," 0.005404926"," 0.003389278"," 0.002617335"," 0.004134035"," 0.029950851"," 0.003451662"
"PC 36:4"," 0.41741462"," 0.25217798"," 0.25776493"," 0.12818651"," 0.14902188"," 0.15350624"," 0.16378686"," 0.48926042"," 0.20736909"," 0.21711655"," 0.34954516"," 0.38361444"," 0.12110654"," 0.10803931"," 0.24262446"," 0.36272961"," 0.20032496"," 0.42585229"," 0.45418073"," 0.15211451"," 2.03494692"," 0.31419778"," 0.08926427"," 0.17237355"," 0.19590055"," 0.16242272"," 0.29546599"," 0.24882713"," 0.23566932"," 0.14860359"," 0.16291808"," 0.17895979"," 0.20038201"," 0.13210645"," 0.15784129"," 0.16931072"," 0.12891023"," 0.12374088"," 0.13822011"," 0.15895364"," 0.44500656"," 0.10431575"
"PC 34:1","  2.972347","  2.323916","  2.277948","  1.443428","  1.662896","  1.648877","  1.735234","  3.135356","  2.029463","  2.106695","  2.763087","  2.834422","  1.438045","  1.354184","  2.162347","  2.772599","  1.973904","  2.978303","  3.075933","  1.627010","  5.198888","  2.499304","  1.112025","  1.770715","  2.004125","  1.732485","  2.477528","  2.238238","  2.259872","  1.643350","  1.735261","  1.899290","  2.011437","  1.508624","  1.679521","  1.792198","  1.537918","  1.489210","  1.626009","  1.768080","  3.098773","  1.313211"
